Name,URI,Artist,Release Year,Genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature
Thank You (Not So Bad),spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,Dimitri Vegas & Like Mike,2023,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house",0.673,0.95,11,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,150.019,140000,4
These Four Walls,spotify:track:7tzeZLMnqlke2raEMeDZ9S,Khamari,2023,indie r&b,0.602,0.344,7,-7.89,1,0.149,0.513,0,0.133,0.315,137.702,185667,3
Motorcycle Drive By,spotify:track:2HbpYFQbairMoU2YFyOP2x,Zach Bryan,2022,classic oklahoma country,0.655,0.682,3,-4.562,1,0.0464,0.0392,0,0.67,0.525,124.306,161799,4
Falling Behind,spotify:track:4KGGeE7RJsgLNZmnxGFlOj,Laufey,2022,gen z singer-songwriter,0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,173640,4
Red Leather,spotify:track:4Dx4e0X5dR6TW85dtFU42x,Future,2024,"atl hip hop, hip hop, rap, southern hip hop, trap",0.676,0.607,6,-4.792,1,0.372,0.51,0.00143,0.12,0.601,170.047,414893,4
overseas,spotify:track:7ovB5FvDwq1g7AG9ICYaNY,Ken Carson,2024,rage rap,0.484,0.776,6,-3.485,0,0.0317,0.00345,0,0.155,0.139,150.876,141032,4
All to Myself,spotify:track:0lOQaZwX9AkAiSvObh4G70,Future,2024,"atl hip hop, hip hop, rap, southern hip hop, trap",0.734,0.539,4,-7.244,0,0.0429,0.0623,1.54e-05,0.309,0.18,117.98,254320,4
We Still Don't Trust You,spotify:track:7sVbKoBdhXtYCEOO6qC1SN,Future,2024,"atl hip hop, hip hop, rap, southern hip hop, trap",0.717,0.586,0,-6.15,0,0.0273,0.0314,0.26,0.426,0.429,109.993,252920,4
What You Know Bout Love,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,2020,"brooklyn drill, hip hop, rap",0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4
Trae The Truth in Ibiza,spotify:track:4E2fOeF5A6onC10OtnjXJa,J. Cole,2024,"conscious hip hop, hip hop, north carolina hip hop, rap",0.488,0.586,7,-7.868,1,0.0987,0.121,0,0.354,0.533,158.405,255440,3
Self Control,spotify:track:6JNJERZGJwDVgkmbohBw7u,Laura Branigan,1984,"new romantic, new wave pop, soft rock, synthpop",0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,246440,4
Right Back Where We Started From,spotify:track:6208B8Utmd2fTqgGMjeNr6,Maxine Nightingale,2020,classic uk pop,0.692,0.653,5,-5.715,1,0.0392,0.49,0.00656,0.455,0.901,148.017,192267,4
Da Ya Think I'm Sexy?,spotify:track:4z7maGZkAonDlXlwo8q69f,Rod Stewart,1978,"mellow gold, soft rock",0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,331333,4
Dinsdag,spotify:track:5EI94cNPh81RIh1NZy5qqR,Vieze Asbak,2022,meme,0.943,0.642,5,-7.029,0,0.112,0.317,0.467,0.108,0.263,126.985,162997,4
Stealth Mode (feat. Bas),spotify:track:3zyjnHtoi8AtiGgZFnJP7O,J. Cole,2024,"conscious hip hop, hip hop, north carolina hip hop, rap",0.748,0.496,8,-8.602,1,0.144,0.657,0,0.222,0.525,142.009,135213,4
Baby Girl,spotify:track:2cSdAkzAf2T4j4aLvx4LLz,Disco Lines,2022,stutter house,0.73,0.907,2,-3.72,1,0.0606,0.0921,0.114,0.23,0.249,120.968,111074,4
Fever,spotify:track:6XkIQqAsFjk1XfD4L7G6qR,J. Cole,2024,"conscious hip hop, hip hop, north carolina hip hop, rap",0.805,0.548,1,-9.316,1,0.173,0.145,0.000148,0.377,0.167,99.95,142640,4
Please Don't Fall In Love With Me,spotify:track:7jEpRsSusmGqKFISucMnV7,Khalid,2024,"pop, pop r&b",0.665,0.578,1,-5.856,1,0.0398,0.374,0.00215,0.115,0.223,109.961,177562,4
The Pretender,spotify:track:7x8dCjCr0x6x2lXKujYD34,Foo Fighters,2007,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,269373,4
Good as You - Digital Farm Animals Remix,spotify:track:2rrBSCcE1tO5o6ycZAEVIY,Kane Brown,2019,"black americana, contemporary country, country, country road",0.625,0.697,8,-6.043,1,0.0389,0.0154,2.5e-05,0.204,0.398,76.992,204889,4
Wasted (feat. Kodak Black & Koe Wetzel),spotify:track:231JL1zyH8JlEvYkCymu1K,Diplo,2023,"dance pop, edm, electro house, moombahton, pop dance",0.674,0.753,3,-3.226,1,0.0388,0.00264,1.76e-06,0.0599,0.292,139.99,155495,4
H.Y.B. (feat. Bas & Central Cee),spotify:track:5RMTsrJkrtumtiIZjy7dL6,J. Cole,2024,"conscious hip hop, hip hop, north carolina hip hop, rap",0.775,0.491,1,-7.395,0,0.297,0.366,0,0.117,0.309,139.897,234587,4
FERXXO 151,spotify:track:2Cl4HCBmPddQNZEncdoXp0,Feid,2023,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",0.76,0.933,0,-4.586,1,0.133,0.186,1.44e-06,0.381,0.597,113.034,195387,4
La Víctima,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,Xavi,2023,sad sierreno,0.778,0.835,11,-3.598,0,0.0767,0.152,0,0.109,0.666,140.082,156346,4
Que Onda,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,Calle 24,2023,"corrido, corridos tumbados, sad sierreno, sierreno",0.808,0.944,10,-4.863,0,0.0408,0.183,1.11e-06,0.138,0.937,124.934,191467,3
Poison,spotify:track:5NijSs5dAwaIybq1GaRTIe,Brent Faiyaz,2016,"r&b, rap",0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489,212992,3
What Once Was,spotify:track:1XrSjpNe49IiygZfzb74pk,Her's,2017,"indie pop, liverpool indie, pov: indie",0.526,0.877,3,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568,255067,3
Feather,spotify:track:2Zo1PcszsT9WQ0ANntJbID,Sabrina Carpenter,2023,pop,0.791,0.694,6,-4.332,0,0.0335,0.0736,1.75e-06,0.0958,0.826,123.508,185553,4
we can't be friends (wait for your love),spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024,pop,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,228639,4
Got Me Started,spotify:track:31MNHKE86sEXzIglbGQ6mu,Troye Sivan,2023,"australian pop, pop, viral pop",0.773,0.679,7,-6.51,0,0.0315,0.219,0.00263,0.297,0.544,127.002,198448,4
Forever Yours,spotify:track:2JqkpMe2eJToJNHEqkJeCu,Brent Faiyaz,2023,"r&b, rap",0.646,0.503,2,-7.472,1,0.0312,0.00426,0.000279,0.652,0.789,137.007,96369,4
LUNA,spotify:track:7bywjHOc0wSjGGbj04XbVi,Feid,2023,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,196800,4
Igual Que Un Ángel (with Peso Pluma),spotify:track:6XaJfhwof7qIgbbXO5tIQI,Kali Uchis,2024,colombian pop,0.695,0.592,5,-5.34,0,0.032,0.00449,0.000663,0.185,0.482,108.001,260371,4
VIRUS - Odd Mob Remix,spotify:track:0MyfdGptOUnUnGzJmiyCOG,GEN.KLOUD,2021,Unknown,0.824,0.756,1,-5.272,1,0.0646,0.0135,0.00212,0.0941,0.407,125.967,184762,4
Suzie Chapstick,spotify:track:3SzRlYb9HkQvZhlgotZA8w,Green Day,2024,"modern rock, permanent wave, punk, rock",0.63,0.907,9,-3.312,0,0.0329,0.00647,0.00793,0.0789,0.661,121.97,196794,4
Waterfall,spotify:track:3X2Aw6bQ7TfMMKsTzjTlDg,Disclosure,2022,"edm, electropop, house, indietronica, uk dance",0.691,0.733,11,-6.887,0,0.0572,0.0212,5.61e-05,0.0894,0.834,128.038,232120,4
Beautiful Escape,spotify:track:6m0lkuDCha77hh7tB5J7IO,Tom Misch,2015,"indie soul, jazz pop",0.944,0.515,5,-7.895,1,0.197,0.0684,0.00206,0.103,0.333,120.004,276785,4
On My Knees,spotify:track:2ouFrmMwYik8nQX2n9SeZu,RÜFÜS DU SOL,2021,"australian electropop, indietronica",0.683,0.571,1,-7.721,1,0.0286,0.0335,0.0616,0.0957,0.29,120.044,261001,4
Smile,spotify:track:2tqoJQbv6dNNOi0PCCjuse,JAY-Z,2017,"east coast hip hop, gangster rap, hip hop, pop rap, rap",0.779,0.57,5,-8.752,0,0.469,0.303,0,0.218,0.467,99.878,289853,4
Give Your Heart a Break,spotify:track:3sP3c86WFjOzHHnbhhZcLA,Demi Lovato,2011,"pop, post-teen pop",0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,205347,4
Animal,spotify:track:1fBl642IhJOE5U319Gy2Go,Neon Trees,2010,"modern rock, neo mellow, pop rock, pov: indie",0.482,0.833,5,-5.611,1,0.0449,0.000346,0,0.365,0.74,148.039,212293,4
TiK ToK,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,Kesha,2010,"dance pop, pop",0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,199693,4
I'll Have To Say I Love You In A Song,spotify:track:4t8tx6o7oM6Ax66ZUU361y,Jim Croce,1973,"classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",0.536,0.446,9,-14.98,1,0.029,0.833,0.0103,0.106,0.707,133.785,154627,4
i like the way you kiss me,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,2024,Unknown,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,142515,4
Lost,spotify:track:5XFktAerFHxM4tp7EhzTrh,RSCL,2022,stutter house,0.672,0.868,11,-6.525,0,0.0412,0.00185,0.492,0.244,0.491,126.03,153183,4
She Calls Me Back (with Kacey Musgraves),spotify:track:0MpQPb1hrwk4dPiyWEGmer,Noah Kahan,2024,pov: indie,0.75,0.677,11,-6.376,1,0.0386,0.0633,0,0.297,0.626,127.933,243962,4
Golden Hour,spotify:track:0pMfPzdRiPAoSM9yWF4OcT,Kacey Musgraves,2018,"classic texas country, contemporary country, country dawn",0.611,0.555,6,-6.372,0,0.0274,0.0952,0,0.11,0.413,88.969,198453,4
Don't Let Me Down (feat. JVKE),spotify:track:046QZ0ociluzd0yjpY1tY4,Surfaces,2024,bedroom soul,0.726,0.594,1,-10.078,1,0.0376,0.05,0.000238,0.129,0.941,123.052,168742,4
Tú Me Dejaste De Querer,spotify:track:5ddFjrPG8NgQQ6xlOQIVd2,C. Tangana,2021,urbano espanol,0.823,0.723,4,-4.778,0,0.229,0.311,0.00315,0.0998,0.505,83.97,198493,4
Shimmer,spotify:track:74KI6d8jEM2zwOAo3luayU,Fuel,1997,"alternative metal, nu metal, post-grunge",0.48,0.795,4,-6.408,0,0.0421,0.00236,0,0.189,0.432,114.674,214107,4
CLYDE (I Hope at Least One of My Ex-Girlfriends Hears This),spotify:track:59aL2q2UPYJkgLTSv0WTlB,$uicideboy$,2015,"cloud rap, dark trap, new orleans rap, underground hip hop",0.694,0.684,7,-5.276,1,0.0599,0.122,0,0.113,0.334,100.951,152137,4
Stay Ready (What A Life),spotify:track:5nkUIVKqOqdpB6ApKgEMkv,Jhené Aiko,2013,r&b,0.347,0.493,8,-11.548,0,0.29,0.455,0.00366,0.127,0.308,82.887,382760,4
Young,spotify:track:1KIJclzEbNhSVw8tiHPWwE,Vacations,2016,"newcastle nsw indie, pov: indie",0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,189160,4
Deep Green,spotify:track:2xGGpmywtvPY3h7JkcwP1E,Christian Kuria,2022,"chill r&b, indie r&b",0.548,0.644,2,-5.621,1,0.026,0.0883,8.54e-05,0.0834,0.466,87.798,203182,4
Better,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,2018,"pop, pop r&b",0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
Reckless & Sweet,spotify:track:6gQrm0rwg6hok8IxzysD8m,Amaarae,2023,"afro r&b, afrobeats, alternative r&b, ghanaian alternative, ghanaian pop",0.809,0.549,5,-8.291,0,0.0508,0.416,0.146,0.0744,0.405,97.993,159680,4
HOW U FEEL?,spotify:track:41wAjabLIhv4AdrS0W2Sgc,Moving in Silence,2023,Unknown,0.786,0.643,9,-6.757,1,0.0428,0.0682,0,0.115,0.448,112.967,195433,4
Like That,spotify:track:2tudvzsrR56uom6smgOcSf,Future,2024,"atl hip hop, hip hop, rap, southern hip hop, trap",0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,267707,4
Cowgirls (feat. ERNEST),spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,Morgan Wallen,2023,contemporary country,0.621,0.779,8,-3.777,1,0.0361,0.216,8.62e-06,0.165,0.399,172.037,181621,4
Amnesia,spotify:track:5CFqhqy5kW571zNIEbjT7o,NR Dinosh,2020,tamil hip hop,0.38,0.432,2,-11.598,0,0.0505,0.55,0.00158,0.134,0.21,80.636,231000,4
If U Need It,spotify:track:5CaUUACiQFEf4zR5WoeIrp,Sammy Virji,2023,"bass house, old school bassline",0.842,0.705,10,-5.713,0,0.26,0.113,0.000324,0.0891,0.233,132.155,180000,4
Bus Stop (feat. Brent Faiyaz),spotify:track:5X3dOilXRTEVqyRbZhM49U,Don Toliver,2023,"pop rap, rap",0.603,0.684,7,-6.023,0,0.0887,0.378,0.00138,0.16,0.38,152.03,236840,4
Tunnel Vision,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,Kodak Black,2017,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino",0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,268187,4
Runnin Outta Time,spotify:track:4q7y1JFDBJSBSLqXVgcI51,Future,2024,"atl hip hop, hip hop, rap, southern hip hop, trap",0.777,0.463,10,-7.573,0,0.242,0.231,4.29e-06,0.366,0.18,105.998,205480,4
NASTY GIRL / ON CAMERA,spotify:track:2f8y4CuG57UJEmkG3ujd0D,Gunna,2020,"atl hip hop, melodic rap, rap, trap",0.598,0.472,0,-10.991,1,0.258,0.204,1.54e-05,0.108,0.522,120.08,230600,4
Black and Blues,spotify:track:2llASe9NJTAnxIPOit5Y0C,Al Jarreau,1983,"smooth jazz, yacht rock",0.623,0.52,5,-11.815,1,0.0635,0.135,6.45e-06,0.0328,0.832,174.653,291782,3
Avalanche,spotify:track:4KD0lLJ4OGonZhBeKtct9I,Migos,2021,"atl hip hop, hip hop, pop rap, rap, trap",0.917,0.623,1,-8.231,1,0.135,0.0985,0,0.0833,0.687,126.063,206272,4
Never Lose Me (feat. Lil Yachty),spotify:track:2lXQX3uhFHRYGBE6xR3tic,Flo Milli,2023,viral rap,0.786,0.504,1,-7.678,1,0.0938,0.0332,0,0.0979,0.346,121.967,165246,4
On Melancholy Hill,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,Gorillaz,2010,"alternative hip hop, modern rock, rock",0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,233867,4
Lyfestylë (with Lil Wayne),spotify:track:51xpNYObJdiEnbvpjoAE8E,Yeat,2024,"pluggnb, rage rap",0.699,0.509,10,-8.638,1,0.111,0.152,0,0.0722,0.268,76.977,236883,4
Stretch You Out (feat. A Boogie wit da Hoodie),spotify:track:4Qxn47gWPSucovKrMyRf1z,Summer Walker,2019,"r&b, rap",0.64,0.519,1,-6.757,0,0.188,0.25,0,0.0883,0.252,103.359,143493,4
Bame Dame,spotify:track:0dujwp2I4mBJGG6KvFN6L8,Eran Hersh,2023,melodic house,0.614,0.86,6,-8.543,1,0.0359,0.000331,0.835,0.069,0.164,121.993,192896,4
Best Time,spotify:track:1zgHn1EqUyA0HqNYMdJ5ia,Brent Faiyaz,2023,"r&b, rap",0.81,0.307,9,-7.215,1,0.12,0.16,0.00298,0.0779,0.697,92.995,82509,4
MANGO (feat. Adi Oasis),spotify:track:384TJj6XyHUyNlCbdgm6Sz,KAMAUU,2020,downtempo bass,0.668,0.605,2,-7.608,0,0.0454,0.336,0.000206,0.115,0.877,83.002,245995,4
Needle (feat. Drake),spotify:track:4I4G0LD277PWvfblYtSf91,Nicki Minaj,2023,"hip pop, pop, queens hip hop, rap",0.81,0.589,7,-7.271,1,0.103,0.273,0.00133,0.141,0.347,109.997,235689,4
Coming Home,spotify:track:0eOcjJgpO8XdJbPMYJgKqq,A-Trak,2020,"canadian electronic, edm, electro house, electronic trap, fidget house, house, turntablism",0.786,0.803,5,-5.21,1,0.164,0.128,0.0167,0.266,0.598,123.002,190277,4
Rescue Me,spotify:track:4Np57R3dz1W2A9WBbwuHpY,Matroda,2020,"bass house, electro house, tech house",0.659,0.939,9,-5.299,0,0.102,0.0817,0.224,0.104,0.226,125.058,147970,4
C'Mon,spotify:track:4bO6IzKXMWhmncfIO9GBq2,Kesha,2012,"dance pop, pop",0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025,214307,4
Day 'N' Nite - Martin Jensen Edit,spotify:track:0ou367q5bmco9pZNxq80iD,Stefy De Cicco,2020,Unknown,0.766,0.849,11,-5.42,0,0.0361,0.0611,0.0809,0.0536,0.589,125.033,166200,4
Advice For The Young At Heart,spotify:track:3BjD16l0CBQxUvcRI7vLWN,Tears For Fears,1989,"new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop",0.665,0.787,5,-8.393,1,0.0328,0.0736,0.000132,0.143,0.358,122.478,290640,4
Violence,spotify:track:6nsZRuV1jxBWXNLOSCZERI,TENDER,2016,"uk alternative pop, vapor soul",0.521,0.47,3,-8.988,0,0.125,0.21,0.00227,0.218,0.628,193.948,161853,4
Break Free,spotify:track:67NbegQzVSnoa9wYgknJ51,Ariana Grande,2014,pop,0.688,0.701,7,-5.324,0,0.0458,0.00636,4.1e-05,0.203,0.282,129.955,214840,4
DESPECHÁ,spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,2022,"pop, r&b en espanol",0.914,0.622,7,-6.538,1,0.0892,0.146,1.68e-05,0.0632,0.77,130.04,156788,4
LA FAMA,spotify:track:6Y46tOTRhkBamosyuWa6YX,ROSALÍA,2022,"pop, r&b en espanol",0.766,0.295,0,-7.893,0,0.0464,0.947,4.44e-05,0.119,0.805,136.016,188107,4
Saturday Love,spotify:track:2CMBjJ59FVIVDTeJvlkJCz,Cherrelle,1985,"contemporary r&b, funk, minneapolis sound, new jack swing, post-disco, quiet storm, urban contemporary",0.782,0.477,11,-14.22,1,0.0623,0.104,0.000138,0.0629,0.414,115.725,390600,4
Radio,spotify:track:4PMdq7Q7xOFrY424ZelZEb,Lana Del Rey,2012,"art pop, pop",0.423,0.857,2,-5.173,1,0.0687,0.188,2.63e-05,0.105,0.196,75.024,214574,4
Run Your Mouth,spotify:track:7lw4J2RfcPs2hEJgPY44lC,The Marías,2024,"bedroom pop, la indie",0.782,0.652,7,-6.787,1,0.0376,0.244,0.0364,0.21,0.927,111.021,160000,4
Booyah - Radio Edit,spotify:track:74qY57XDx0sSUbVnQ8kosS,Showtek,2013,"classic hardstyle, dutch house, edm, electro house, euphoric hardstyle, melbourne bounce, pop dance, progressive electro house",0.586,0.915,11,-3.068,1,0.063,0.0454,1.22e-05,0.224,0.205,128.017,215295,4
FUTARI NO NATSU MONOGATARI -NEVER ENDING SUMMER-,spotify:track:2jsbLRAHKu0FCZcbySednM,S. Kiyotaka & Omega Tribe,1985,classic city pop,0.602,0.851,5,-4.566,1,0.0443,0.353,5.83e-06,0.104,0.709,156.796,238467,4
Fly-day Chinatown,spotify:track:2uXlHiOE4o5xHOCiob8DKn,泰葉,1981,Unknown,0.752,0.803,11,-4.72,0,0.0337,0.324,2.66e-06,0.203,0.669,123.17,208493,4
Crystal Dolphin,spotify:track:6kx8Hf1Udk4V0Ivq6zpoyG,Engelwood,2017,chillhop,0.567,0.687,1,-9.041,0,0.125,0.36,0.00293,0.474,0.396,128.201,115518,4
Remember Summer Days,spotify:track:1qUo7d5lAOclNVbTUY0A2R,Anri,1983,classic city pop,0.634,0.665,4,-4.969,1,0.0318,0.342,8.87e-05,0.0709,0.787,96.698,295667,4
Midnight Pretenders,spotify:track:0JUWF44gfMszGNhjCF7Ufs,Tomoko Aran,1983,classic city pop,0.757,0.337,0,-14.937,0,0.0313,0.2,0,0.0677,0.559,92.864,345267,4
Plastic Love,spotify:track:7rU6Iebxzlvqy5t857bKFq,Mariya Takeuchi,2008,"classic city pop, idol kayo, japanese singer-songwriter",0.648,0.875,2,-5.141,0,0.034,0.0747,9.64e-05,0.196,0.857,102.517,294493,4
All Around Me,spotify:track:1zN6ynJG4PdR61YWv4PQ3Y,Flyleaf,2006,"alternative metal, christian alternative rock, nu metal, post-grunge",0.473,0.87,9,-4.893,1,0.0454,0.0216,0,0.0525,0.464,146.972,198507,4
Going Kokomo,spotify:track:4E4Gxykl5nYMSIwlIVzjGr,Royel Otis,2023,australian indie rock,0.448,0.942,0,-4.196,1,0.0478,0.00262,0.0286,0.065,0.786,171.979,190627,4
Young Folks,spotify:track:4dyx5SzxPPaD8xQIid5Wjj,Peter Bjorn and John,2006,"alternative dance, baroque pop, dance-punk, indie rock, modern rock, new rave, swedish alternative rock, swedish indie pop",0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,276693,4
(They Long To Be) Close To You,spotify:track:2kyVQg00pphEufGT59M2XH,Carpenters,1970,"adult standards, mellow gold, soft rock",0.528,0.233,8,-15.362,1,0.0346,0.726,0.000108,0.122,0.208,89.044,273933,4
Indigo,spotify:track:6y0WlFecBZMaIlitqe9bNg,88rising,2019,asian american hip hop,0.819,0.664,7,-5.612,1,0.0828,0.0959,1.89e-06,0.263,0.709,144.992,173473,4
Need To Feel Loved - Adam K & Soha Vocal Mix,spotify:track:30cjLreSF4Xq0uAB89i2Ac,Reflekt,2004,Unknown,0.731,0.818,2,-6.671,0,0.0479,0.0094,0.378,0.202,0.349,128.04,396643,4
Ready or Not,spotify:track:5xvUgoVED1F4mBu8FL0HaW,Bridgit Mendler,2012,"pop, post-teen pop",0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947,4
Canned Heat,spotify:track:47oS7xB31QQUyPCgHpM3VZ,Jamiroquai,1999,dance pop,0.7,0.865,9,-5.827,0,0.133,0.0136,7.71e-05,0.0718,0.78,128.043,331760,4
Enchanted Waterfall,spotify:track:2sw9r0DEwO1Nqg6eBtsCcc,Tory Lanez,2021,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap",0.633,0.715,1,-7.47,1,0.0762,0.0141,0,0.121,0.545,154.95,191967,4
Son Of A Sinner,spotify:track:6ngGiVX91DRmGDH4G5EgeO,Jelly Roll,2021,"country rap, nashville hip hop, tennessee hip hop",0.365,0.541,7,-7.489,1,0.0304,0.0419,2.25e-06,0.281,0.329,86.041,232093,4
Wasted Summers,spotify:track:43MifzVnh8W3jJN0xqU9jR,juju<3,2023,Unknown,0.633,0.643,0,-8.122,1,0.0252,0.106,0.00831,0.78,0.472,103.842,130385,4
Quando Quando Quando,spotify:track:03MOcbkkoNLjP0G91iODSB,Engelbert Humperdinck,1968,adult standards,0.366,0.589,0,-8.956,1,0.0333,0.251,1.15e-06,0.0791,0.84,175.935,201440,4
Black Lipstick,spotify:track:2wsW7FXHByxfP6Qzwf4iaj,Chicano Batman,2015,"la indie, latinx alternative, psychedelic soul, tropical alternativo",0.823,0.416,11,-8.965,1,0.0422,0.103,0.000539,0.12,0.762,121.465,229381,4
Blurry,spotify:track:6lSr3iZTC144PKhvbPFzMp,Puddle Of Mudd,2001,"alternative metal, nu metal, post-grunge",0.432,0.938,3,-4.507,0,0.0543,0.00805,0,0.138,0.522,157.447,304000,4
BACK TO ME,spotify:track:1icgLGTpX2fQXKRe4D7w2b,¥$,2024,Unknown,0.809,0.788,1,-7.217,1,0.0889,0.00108,0,0.0625,0.344,95.637,295472,4
Take Da Charge,spotify:track:2XOKoaCWziW0W14DPeY7XS,Project Pat,2002,"crunk, dirty south rap, gangster rap, memphis hip hop, trap",0.911,0.666,2,-7.133,1,0.233,0.0669,4.12e-05,0.116,0.824,145.734,186907,4
Lying from You,spotify:track:3BmjRmFTESgWZLPSVGp8aG,Linkin Park,2003,"alternative metal, nu metal, post-grunge, rap metal, rock",0.531,0.952,3,-3.361,0,0.205,0.007,0,0.0672,0.76,160.125,175053,4
Kill For This Shit (feat. Young Dolph),spotify:track:5ScpTvVlLoTG9pEJiO1LZF,Gordo,2024,techengue,0.759,0.718,11,-5.761,1,0.172,0.172,0.000448,0.368,0.315,128.026,197344,4
ADDICTIONS (FEAT. Tre' Amani),spotify:track:01VzuxoBYMAJLObfU0w6dI,Brent Faiyaz,2022,"r&b, rap",0.889,0.489,10,-8.587,0,0.108,0.0209,1.78e-05,0.0814,0.843,93.039,192011,4
Bandit (with YoungBoy Never Broke Again),spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,Juice WRLD,2019,"chicago rap, melodic rap, rap",0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323,4
Ocean Avenue,spotify:track:23oxJmDc1V9uLUSmN2LIvx,Yellowcard,2003,"alternative metal, pop punk, post-grunge, socal pop punk",0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267,4
Heartbreak In Encino Hills - From Swaecation,spotify:track:5EPvaeFspQrXoL7Xlz1SmL,Rae Sremmurd,2018,"melodic rap, mississippi hip hop, pop rap, rap, trap",0.562,0.713,11,-4.243,0,0.0658,0.000799,4.36e-06,0.0569,0.147,130.833,253072,3
How Deep Is Your Love,spotify:track:22mek4IiqubGD9ctzxc69s,Calvin Harris,2015,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4
Better Off Alone,spotify:track:5XVjNRubJUW0iPhhSWpLCj,Alice Deejay,2000,eurodance,0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,214883,4
Baby Don't Hurt Me,spotify:track:3BKD1PwArikchz2Zrlp1qi,David Guetta,2023,"big room, dance pop, edm, pop, pop dance",0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,140018,4
Sweet Disposition - John Summit & Silver Panda Remix,spotify:track:6rGf5AsEaVskU0pO2ewcUL,The Temper Trap,2024,"indietronica, modern rock, shimmer pop",0.587,0.919,11,-4.679,0,0.0429,0.0042,0.014,0.357,0.0745,125.977,251905,4
Like a Tattoo,spotify:track:4PEGwWH4tL6H7dGl4uVSPg,Sade,1992,"british soul, sophisti-pop",0.557,0.16,5,-16.302,0,0.0315,0.922,0.000756,0.0996,0.133,136.01,218000,4
Knockin' On Heaven's Door,spotify:track:32V8SrHZnYzZu7V47L2jgK,Guns N' Roses,1991,"glam metal, hard rock, rock",0.486,0.744,6,-7.176,1,0.0404,0.0204,0.00298,0.112,0.362,132.446,336000,4
Where It Ends,spotify:track:0wXThIDxO3YRJCpPgnmbkw,Bailey Zimmerman,2023,"contemporary country, modern country pop",0.431,0.837,9,-5.067,1,0.0432,0.259,0,0.0879,0.648,170.041,179294,4
